reg,tla,age_desc,x_gender_desc,all,all_risk_1,all_risk_2,all_risk_3,all_risk_4,all_risk_5,all_risk_6,Maori_risk_1,Maori_risk_2,Maori_risk_3,Maori_risk_4,Maori_risk_5,Maori_risk_6,European_risk_1,European_risk_2,European_risk_3,European_risk_4,European_risk_5,European_risk_6,Asian_risk_1,Asian_risk_2,Asian_risk_3,Asian_risk_4,Asian_risk_5,Asian_risk_6,Pacific_risk_1,Pacific_risk_2,Pacific_risk_3,Pacific_risk_4,Pacific_risk_5,Pacific_risk_6,Other_risk_1,Other_risk_2,Other_risk_3,Other_risk_4,Other_risk_5,Other_risk_6
Waikato Region,Hauraki District,20-24,All,1029,36,60,18,36,33,171,18,24,0,21,0,69,21,33,15,21,24,105,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Waikato Region,Hauraki District,20-24,Female,468,0,18,6,36,15,69,0,9,0,18,0,33,0,9,0,21,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Hauraki District,20-24,Male,558,33,45,12,0,15,102,15,18,0,0,0,36,18,24,12,0,15,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Matamata-Piako District,00-05,All,2649,2235,414,147,18,0,0,375,234,93,12,0,0,1791,195,60,9,0,0,114,6,0,0,0,0,51,15,9,0,0,0,15,0,0,0,0,0
Waikato Region,Matamata-Piako District,00-05,Female,1323,1098,228,84,12,0,0,180,126,51,6,0,0,879,111,33,6,0,0,51,0,0,0,0,0,27,6,0,0,0,0,6,0,0,0,0,0
Waikato Region,Matamata-Piako District,00-05,Male,1326,1137,189,66,6,0,0,195,111,45,0,0,0,912,84,24,0,0,0,63,0,0,0,0,0,24,9,0,0,0,0,9,0,0,0,0,0
Waikato Region,Matamata-Piako District,06-14,All,3987,3504,483,171,21,0,0,525,234,93,9,0,0,2793,261,81,15,0,0,159,0,0,0,0,0,48,12,6,0,0,0,27,0,0,0,0,0
Waikato Region,Matamata-Piako District,06-14,Female,1998,1758,240,81,12,0,0,270,120,45,0,0,0,1392,129,42,6,0,0,90,0,0,0,0,0,18,9,6,0,0,0,18,0,0,0,0,0
Waikato Region,Matamata-Piako District,06-14,Male,1989,1746,243,87,9,0,0,258,111,48,0,0,0,1404,135,39,6,0,0,72,0,0,0,0,0,33,0,0,0,0,0,12,0,0,0,0,0
Waikato Region,Matamata-Piako District,15-19,All,2256,63,69,30,111,111,282,18,18,12,48,54,96,45,51,18,60,57,177,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Waikato Region,Matamata-Piako District,15-19,Female,1056,12,21,30,0,51,90,0,0,12,0,21,30,9,15,18,0,27,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Matamata-Piako District,15-19,Male,1197,51,45,0,111,57,195,15,12,0,45,30,69,36,33,0,63,30,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Matamata-Piako District,20-24,All,2061,51,87,18,42,36,210,30,33,6,27,9,93,21,57,12,15,24,117,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Waikato Region,Matamata-Piako District,20-24,Female,963,0,18,9,42,15,78,0,9,0,27,0,36,0,15,9,15,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Matamata-Piako District,20-24,Male,1098,45,66,9,0,21,132,24,24,0,0,0,57,21,42,0,0,9,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Otorohanga District,00-05,All,846,726,120,48,9,0,0,141,81,30,6,0,0,582,45,18,0,0,0,21,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Otorohanga District,00-05,Female,423,369,57,24,0,0,0,75,36,15,0,0,0,297,24,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Otorohanga District,00-05,Male,420,357,66,24,0,0,0,66,45,15,0,0,0,285,18,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Otorohanga District,06-14,All,1230,1068,165,60,9,0,0,240,114,48,0,0,0,804,54,12,0,0,0,24,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Otorohanga District,06-14,Female,600,516,84,30,0,0,0,117,57,24,0,0,0,381,30,9,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Otorohanga District,06-14,Male,630,552,81,30,0,0,0,120,57,24,0,0,0,423,24,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Otorohanga District,15-19,All,648,12,9,9,36,33,75,0,0,0,24,18,39,6,6,0,15,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Otorohanga District,15-19,Female,297,0,6,9,0,12,24,0,0,0,0,6,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Otorohanga District,15-19,Male,351,6,0,0,39,21,51,0,0,0,21,12,27,0,0,0,12,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Otorohanga District,20-24,All,594,18,27,0,15,9,63,12,15,0,15,0,36,9,12,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Otorohanga District,20-24,Female,273,0,0,0,15,0,21,0,0,0,12,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Otorohanga District,20-24,Male,321,18,21,0,0,0,42,12,9,0,0,0,21,9,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Rotorua District,00-05,All,378,321,54,15,0,0,0,69,30,6,0,0,0,252,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Rotorua District,00-05,Female,177,153,24,0,0,0,0,33,12,0,0,0,0,120,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Rotorua District,00-05,Male,201,168,33,12,0,0,0,36,18,0,0,0,0,132,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Rotorua District,06-14,All,519,480,39,6,0,0,0,93,21,0,0,0,0,384,18,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Rotorua District,06-14,Female,237,216,18,0,0,0,0,45,12,0,0,0,0,168,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Rotorua District,06-14,Male,282,261,18,0,0,0,0,48,9,0,0,0,0,216,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Rotorua District,15-19,All,294,6,12,0,6,6,30,0,0,0,0,0,9,0,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Rotorua District,15-19,Female,129,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Rotorua District,15-19,Male,168,0,9,0,6,0,18,0,0,0,0,0,6,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Rotorua District,20-24,All,243,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Rotorua District,20-24,Female,108,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Rotorua District,20-24,Male,135,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,South Waikato District,00-05,All,2274,1626,648,243,51,0,0,621,423,159,33,0,0,909,231,84,18,0,0,66,0,0,0,0,0,180,69,33,6,0,0,12,0,0,0,0,0
Waikato Region,South Waikato District,00-05,Female,1110,801,306,111,24,0,0,309,189,69,18,0,0,459,120,45,9,0,0,30,0,0,0,0,0,72,30,18,6,0,0,0,0,0,0,0,0
Waikato Region,South Waikato District,00-05,Male,1164,819,342,132,24,0,0,312,231,93,18,0,0,447,108,39,9,0,0,33,0,0,0,0,0,108,42,15,0,0,0,6,0,0,0,0,0
Waikato Region,South Waikato District,06-14,All,2985,2328,657,201,36,0,0,780,432,150,27,0,0,1353,222,63,12,0,0,63,0,0,0,0,0,234,60,9,0,0,0,15,0,0,0,0,0
Waikato Region,South Waikato District,06-14,Female,1449,1155,294,99,15,0,0,372,189,72,15,0,0,672,99,33,6,0,0,36,0,0,0,0,0,111,30,6,0,0,0,0,0,0,0,0,0
Waikato Region,South Waikato District,06-14,Male,1539,1173,366,105,21,0,0,408,240,78,12,0,0,681,126,30,9,0,0,27,0,0,0,0,0,123,30,0,0,0,0,9,0,0,0,0,0
Waikato Region,South Waikato District,15-19,All,1899,48,87,54,135,147,357,18,42,36,90,102,213,27,48,18,45,45,141,0,0,0,0,0,0,0,0,0,12,12,30,0,0,0,0,0,0
Waikato Region,South Waikato District,15-19,Female,891,9,39,54,0,75,147,0,18,33,0,51,84,6,24,18,0,24,66,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0
Waikato Region,South Waikato District,15-19,Male,1008,36,45,0,138,75,213,15,24,0,87,54,126,18,24,0,45,18,75,0,0,0,0,0,0,0,0,0,12,6,18,0,0,0,0,0,0
Waikato Region,South Waikato District,20-24,All,1548,84,111,12,60,27,270,54,63,9,36,12,159,30,45,9,27,9,108,0,0,0,0,0,0,9,9,0,6,0,33,0,0,0,0,0,0
Waikato Region,South Waikato District,20-24,Female,738,9,33,0,60,15,99,0,24,0,36,0,60,0,9,0,27,6,42,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0
Waikato Region,South Waikato District,20-24,Male,810,75,75,9,0,15,171,51,39,6,0,6,99,27,33,0,0,0,69,0,0,0,0,0,0,9,6,0,0,0,18,0,0,0,0,0,0
Waikato Region,Taupo District,00-05,All,2742,2184,555,216,42,0,0,672,417,180,33,0,0,1500,177,57,12,0,0,96,0,0,0,0,0,57,15,0,0,0,0,18,0,0,0,0,0
Waikato Region,Taupo District,00-05,Female,1314,1056,258,102,21,0,0,321,195,87,15,0,0,720,87,21,6,0,0,45,0,0,0,0,0,21,9,0,0,0,0,15,0,0,0,0,0
Waikato Region,Taupo District,00-05,Male,1425,1131,294,117,21,0,0,351,222,93,21,0,0,783,90,33,6,0,0,51,0,0,0,0,0,36,9,0,0,0,0,0,0,0,0,0,0
Waikato Region,Taupo District,06-14,All,4110,3426,681,249,51,0,0,1044,504,210,48,0,0,2436,228,63,12,0,0,99,6,0,0,0,0,90,27,9,0,0,0,27,0,0,0,0,0
Waikato Region,Taupo District,06-14,Female,2058,1728,330,123,24,0,0,525,240,102,24,0,0,1209,114,30,0,0,0,54,0,0,0,0,0,39,15,6,0,0,0,12,0,0,0,0,0
Waikato Region,Taupo District,06-14,Male,2049,1695,354,126,27,0,0,519,261,108,27,0,0,1224,114,33,9,0,0,45,6,0,0,0,0,51,12,0,0,0,0,12,0,0,0,0,0
Waikato Region,Taupo District,15-19,All,2262,57,93,36,165,168,387,21,48,27,105,120,228,30,51,6,54,42,150,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0
Waikato Region,Taupo District,15-19,Female,1104,21,42,36,0,93,147,9,18,27,0,66,93,9,24,6,0,21,51,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Waikato Region,Taupo District,15-19,Male,1161,36,51,0,168,75,237,9,27,0,105,54,135,21,27,0,54,18,99,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Waikato Region,Taupo District,20-24,All,1893,99,111,9,54,27,267,72,66,6,39,15,174,30,54,0,21,15,111,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Waikato Region,Taupo District,20-24,Female,888,12,45,0,51,15,102,9,33,0,36,0,69,0,21,0,21,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Taupo District,20-24,Male,1005,87,63,0,0,12,165,63,33,0,0,12,108,24,33,0,0,6,63,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Waikato Region,Thames-Coromandel District,00-05,All,1491,1233,261,96,18,0,0,246,165,60,15,0,0,978,120,42,0,0,0,78,0,0,0,0,0,30,0,0,0,0,0,12,0,0,0,0,0
Waikato Region,Thames-Coromandel District,00-05,Female,759,633,126,48,12,0,0,123,75,27,9,0,0,516,69,24,0,0,0,36,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0
Waikato Region,Thames-Coromandel District,00-05,Male,732,597,138,48,6,0,0,123,90,30,6,0,0,465,54,18,0,0,0,42,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0
Waikato Region,Thames-Coromandel District,06-14,All,2586,2154,432,165,24,0,0,351,228,102,15,0,0,1782,246,84,9,0,0,69,0,0,0,0,0,30,15,9,0,0,0,9,0,0,0,0,0
Waikato Region,Thames-Coromandel District,06-14,Female,1290,1095,192,81,9,0,0,174,108,45,0,0,0,927,105,42,6,0,0,33,0,0,0,0,0,12,9,6,0,0,0,0,0,0,0,0,0
Waikato Region,Thames-Coromandel District,06-14,Male,1299,1059,240,81,15,0,0,177,120,54,9,0,0,855,141,36,0,0,0,39,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0
Waikato Region,Thames-Coromandel District,15-19,All,1380,42,66,21,66,99,216,21,30,12,39,57,105,27,42,9,30,42,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Thames-Coromandel District,15-19,Female,654,15,27,21,0,42,81,9,9,12,0,24,42,6,21,9,0,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Thames-Coromandel District,15-19,Male,729,27,39,0,69,54,132,9,21,0,39,33,60,18,24,0,33,24,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Thames-Coromandel District,20-24,All,1119,30,48,15,30,21,132,18,24,0,15,0,57,12,33,12,18,18,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Thames-Coromandel District,20-24,Female,483,0,9,0,27,9,45,0,6,0,15,0,24,0,6,0,15,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Thames-Coromandel District,20-24,Male,636,24,39,12,0,12,90,12,15,0,0,0,33,12,30,12,0,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waikato District,00-05,All,5511,4473,1038,384,78,0,0,1179,726,282,57,0,0,3228,360,117,24,0,0,174,12,0,0,0,0,144,51,18,0,0,0,33,6,0,0,0,0
Waikato Region,Waikato District,00-05,Female,2652,2154,498,180,30,0,0,555,345,135,21,0,0,1569,177,51,9,0,0,84,0,0,0,0,0,63,9,0,0,0,0,18,0,0,0,0,0
Waikato Region,Waikato District,00-05,Male,2859,2316,543,207,48,0,0,627,378,147,36,0,0,1656,183,69,12,0,0,90,6,0,0,0,0,81,39,15,0,0,0,15,0,0,0,0,0
Waikato Region,Waikato District,06-14,All,9126,7650,1479,570,93,0,0,1785,1017,417,69,0,0,5622,495,168,30,0,0,252,9,0,0,0,0,192,54,18,0,0,0,48,0,0,0,0,0
Waikato Region,Waikato District,06-14,Female,4503,3777,726,285,48,0,0,861,489,195,30,0,0,2790,255,90,15,0,0,123,0,0,0,0,0,96,21,6,0,0,0,24,0,0,0,0,0
Waikato Region,Waikato District,06-14,Male,4623,3870,753,288,48,0,0,924,528,219,39,0,0,2835,240,78,12,0,0,129,6,0,0,0,0,96,33,12,0,0,0,24,0,0,0,0,0
Waikato Region,Waikato District,15-19,All,4662,108,153,81,213,318,639,33,63,63,138,216,366,69,93,27,72,108,279,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0
Waikato Region,Waikato District,15-19,Female,2244,24,75,81,0,168,264,6,33,63,0,114,162,15,51,27,0,60,114,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0
Waikato Region,Waikato District,15-19,Male,2421,81,75,0,216,150,375,27,33,0,138,99,201,54,42,0,72,48,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waikato District,20-24,All,3816,117,126,39,72,63,381,72,81,21,57,21,231,42,51,18,24,39,162,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
Waikato Region,Waikato District,20-24,Female,1818,9,36,15,66,12,129,6,27,9,48,6,87,6,15,9,24,9,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waikato District,20-24,Male,1998,105,93,24,6,48,255,69,57,12,6,15,147,39,39,9,0,33,108,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Waikato Region,Waipa District,00-05,All,3654,3261,390,138,27,0,0,453,207,75,15,0,0,2763,204,69,9,0,0,126,0,0,0,0,0,42,15,9,0,0,0,21,0,0,0,0,0
Waikato Region,Waipa District,00-05,Female,1776,1599,174,66,9,0,0,231,87,33,6,0,0,1344,96,36,0,0,0,69,0,0,0,0,0,18,6,0,0,0,0,12,0,0,0,0,0
Waikato Region,Waipa District,00-05,Male,1878,1659,216,75,15,0,0,222,117,45,9,0,0,1419,105,33,6,0,0,54,0,0,0,0,0,24,9,0,0,0,0,6,0,0,0,0,0
Waikato Region,Waipa District,06-14,All,5832,5316,519,159,21,0,0,603,285,99,12,0,0,4506,240,69,12,0,0,117,0,0,0,0,0,57,9,0,0,0,0,36,0,0,0,0,0
Waikato Region,Waipa District,06-14,Female,2874,2613,258,72,12,0,0,270,138,45,9,0,0,2223,123,30,0,0,0,51,0,0,0,0,0,33,0,0,0,0,0,18,0,0,0,0,0
Waikato Region,Waipa District,06-14,Male,2961,2700,261,87,12,0,0,333,147,51,0,0,0,2283,117,39,6,0,0,66,0,0,0,0,0,27,9,0,0,0,0,21,0,0,0,0,0
Waikato Region,Waipa District,15-19,All,3426,66,99,39,108,123,336,12,30,21,54,72,138,54,72,18,48,48,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waipa District,15-19,Female,1665,30,42,42,0,60,135,9,18,21,0,36,63,24,27,18,0,24,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waipa District,15-19,Male,1761,39,54,0,111,60,201,0,12,0,54,36,78,30,42,0,51,24,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waipa District,20-24,All,2745,69,63,21,48,63,243,39,36,0,27,18,108,30,33,15,27,48,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waipa District,20-24,Female,1305,6,21,12,45,24,96,6,12,0,24,6,45,0,12,9,27,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waipa District,20-24,Male,1437,63,42,9,0,39,144,33,21,0,0,9,63,30,18,6,0,27,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waitomo District,00-05,All,819,660,156,51,0,0,0,297,135,42,0,0,0,348,27,9,0,0,0,15,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waitomo District,00-05,Female,369,291,81,21,0,0,0,126,63,21,0,0,0,147,15,0,0,0,0,9,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waitomo District,00-05,Male,447,372,78,24,0,0,0,171,72,21,0,0,0,201,9,0,0,0,0,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waitomo District,06-14,All,1248,1032,213,81,15,0,0,417,183,75,15,0,0,558,42,12,0,0,0,24,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waitomo District,06-14,Female,597,501,99,39,6,0,0,198,78,36,6,0,0,264,24,6,0,0,0,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waitomo District,06-14,Male,648,534,117,42,9,0,0,216,105,39,0,0,0,297,18,6,0,0,0,9,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waitomo District,15-19,All,702,12,12,12,33,45,96,6,6,12,27,39,75,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waitomo District,15-19,Female,351,0,6,12,0,24,39,0,0,12,0,18,33,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waitomo District,15-19,Male,351,9,6,0,33,24,57,0,0,0,27,18,42,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waitomo District,20-24,All,570,24,30,0,15,6,72,18,21,0,12,0,51,6,9,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waitomo District,20-24,Female,282,0,12,0,15,0,30,0,9,0,12,0,24,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Waitomo District,20-24,Male,291,18,15,0,0,0,42,12,12,0,0,0,27,6,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Carterton District,00-05,All,621,531,90,18,0,0,0,75,42,0,0,0,0,480,60,15,0,0,0,9,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Carterton District,00-05,Female,282,240,45,6,0,0,0,33,21,0,0,0,0,216,27,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Carterton District,00-05,Male,339,291,48,12,0,0,0,42,21,0,0,0,0,267,33,9,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Carterton District,06-14,All,936,843,90,30,0,0,0,99,42,15,0,0,0,780,57,15,0,0,0,12,0,0,0,0,0,18,9,9,0,0,0,0,0,0,0,0,0
Wellington Region,Carterton District,06-14,Female,462,414,48,18,0,0,0,48,24,9,0,0,0,384,27,6,0,0,0,6,0,0,0,0,0,9,9,6,0,0,0,0,0,0,0,0,0
Wellington Region,Carterton District,06-14,Male,474,429,45,12,0,0,0,51,18,6,0,0,0,396,30,6,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Carterton District,15-19,All,504,6,30,6,21,24,69,0,9,0,9,12,24,6,24,0,15,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Carterton District,15-19,Female,249,0,21,6,0,12,33,0,0,0,0,6,12,0,18,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Carterton District,15-19,Male,258,0,6,0,18,15,33,0,0,0,9,6,15,0,6,0,12,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Carterton District,20-24,All,393,12,15,0,12,0,42,0,0,0,6,0,15,6,9,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Carterton District,20-24,Female,171,0,6,0,15,0,18,0,0,0,6,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Carterton District,20-24,Male,219,9,12,0,0,0,27,0,0,0,0,0,6,6,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Kapiti Coast District,00-05,All,3291,2862,429,147,21,0,0,483,216,84,12,0,0,2403,273,84,15,0,0,147,0,0,0,0,0,114,27,0,0,0,0,18,0,0,0,0,0
Wellington Region,Kapiti Coast District,00-05,Female,1632,1425,207,72,9,0,0,246,90,36,0,0,0,1185,141,48,9,0,0,81,0,0,0,0,0,57,12,0,0,0,0,12,0,0,0,0,0
Wellington Region,Kapiti Coast District,00-05,Male,1662,1440,222,75,15,0,0,237,123,48,9,0,0,1218,129,36,9,0,0,69,0,0,0,0,0,57,12,0,0,0,0,6,0,0,0,0,0
Wellington Region,Kapiti Coast District,06-14,All,5364,4779,588,183,21,0,0,672,258,87,9,0,0,3978,396,120,18,0,0,183,9,0,0,0,0,153,39,9,0,0,0,33,0,0,0,0,0
Wellington Region,Kapiti Coast District,06-14,Female,2661,2385,276,84,9,0,0,336,108,33,0,0,0,1953,186,57,9,0,0,93,0,0,0,0,0,78,15,0,0,0,0,18,0,0,0,0,0
Wellington Region,Kapiti Coast District,06-14,Male,2706,2391,315,99,15,0,0,336,147,54,6,0,0,2019,207,63,9,0,0,90,0,0,0,0,0,75,27,6,0,0,0,15,0,0,0,0,0
Wellington Region,Kapiti Coast District,15-19,All,3063,60,126,24,96,159,348,18,42,6,39,66,114,51,102,18,57,102,252,0,0,0,0,0,0,0,6,0,0,9,15,0,0,0,0,0,0
Wellington Region,Kapiti Coast District,15-19,Female,1506,12,57,24,0,75,132,0,18,6,0,30,36,12,48,18,0,51,99,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Wellington Region,Kapiti Coast District,15-19,Male,1560,45,69,0,96,84,219,15,27,0,42,36,78,39,57,0,57,51,150,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Wellington Region,Kapiti Coast District,20-24,All,2418,48,114,15,69,54,270,18,36,0,30,15,87,27,81,15,45,42,192,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
Wellington Region,Kapiti Coast District,20-24,Female,1143,6,36,6,66,15,108,0,15,0,30,0,42,0,24,6,48,12,81,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Wellington Region,Kapiti Coast District,20-24,Male,1278,42,81,9,0,36,162,15,21,0,0,12,48,27,60,9,0,27,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Lower Hutt City,00-05,All,8862,7596,1269,468,63,0,0,1575,816,327,48,0,0,5073,543,171,21,0,0,1050,24,6,0,0,0,1302,309,93,15,0,0,153,15,0,0,0,0
Wellington Region,Lower Hutt City,00-05,Female,4443,3816,627,225,30,0,0,765,405,159,24,0,0,2541,276,81,9,0,0,552,9,0,0,0,0,681,147,42,6,0,0,75,6,0,0,0,0
Wellington Region,Lower Hutt City,00-05,Male,4419,3777,639,243,33,0,0,807,411,171,24,0,0,2532,267,90,12,0,0,498,15,0,0,0,0,624,159,51,6,0,0,81,9,0,0,0,0
Wellington Region,Lower Hutt City,06-14,All,12216,10512,1707,612,90,0,0,1983,1038,420,60,0,0,6930,672,225,30,0,0,1188,36,15,0,0,0,1545,369,105,15,0,0,183,18,0,0,0,0
Wellington Region,Lower Hutt City,06-14,Female,5928,5085,843,300,48,0,0,960,504,198,30,0,0,3354,351,117,18,0,0,582,21,9,0,0,0,735,171,51,9,0,0,90,6,0,0,0,0
Wellington Region,Lower Hutt City,06-14,Male,6291,5424,864,309,42,0,0,1023,531,222,27,0,0,3576,321,108,15,0,0,606,15,6,0,0,0,813,198,51,6,0,0,93,12,0,0,0,0
